"scientificName" "occurrenceRemarks" "occurrenceStatus" "occurrenceStatus01"
"1315" "Myosotis stricta Link ex Roem. & Schult." "p10-2009" "absent" 0
"1316" "Myosotis stricta Link ex Roem. & Schult." "p11-2009" "absent" 0
"1317" "Myosotis stricta Link ex Roem. & Schult." "p12-2009" "absent" 0
"1318" "Myosotis stricta Link ex Roem. & Schult." "p13-2009" "absent" 0
"1319" "Myosotis stricta Link ex Roem. & Schult." "p14-2009" "absent" 0
"1320" "Myosotis stricta Link ex Roem. & Schult." "p15-2009" "absent" 0
"1321" "Myosotis stricta Link ex Roem. & Schult." "p1-2019" "absent" 0
"1322" "Myosotis stricta Link ex Roem. & Schult." "p2-2019" "absent" 0
"1323" "Myosotis stricta Link ex Roem. & Schult." "p3-2019" "absent" 0
"1324" "Myosotis stricta Link ex Roem. & Schult." "p4-2019" "absent" 0
"1325" "Myosotis stricta Link ex Roem. & Schult." "p5-2019" "absent" 0
"1326" "Myosotis stricta Link ex Roem. & Schult." "p6-2019" "absent" 0
"1327" "Myosotis stricta Link ex Roem. & Schult." "p7-2019" "absent" 0
"1328" "Myosotis stricta Link ex Roem. & Schult." "p8-2019" "absent" 0
"1329" "Myosotis stricta Link ex Roem. & Schult." "p9-2019" "absent" 0
"1330" "Myosotis stricta Link ex Roem. & Schult." "p10-2019" "absent" 0
"1331" "Myosotis stricta Link ex Roem. & Schult." "p11-2019" "absent" 0
"1332" "Myosotis stricta Link ex Roem. & Schult." "p12-2019" "absent" 0
"1333" "Myosotis stricta Link ex Roem. & Schult." "p13-2019" "absent" 0
"1334" "Myosotis stricta Link ex Roem. & Schult." "p14-2019" "absent" 0
"1335" "Myosotis stricta Link ex Roem. & Schult." "p15-2019" "absent" 0
"1336" "Myosotis stricta Link ex Roem. & Schult." "p1-2020" "absent" 0
"1337" "Myosotis stricta Link ex Roem. & Schult." "p2-2020" "absent" 0
"1338" "Myosotis stricta Link ex Roem. & Schult." "p3-2020" "absent" 0
"1339" "Myosotis stricta Link ex Roem. & Schult." "p4-2020" "absent" 0
"1340" "Myosotis stricta Link ex Roem. & Schult." "p5-2020" "absent" 0
"1341" "Myosotis stricta Link ex Roem. & Schult." "p6-2020" "absent" 0
"1342" "Myosotis stricta Link ex Roem. & Schult." "p7-2020" "absent" 0
"1343" "Myosotis stricta Link ex Roem. & Schult." "p8-2020" "absent" 0
"1344" "Myosotis stricta Link ex Roem. & Schult." "p9-2020" "absent" 0
"1345" "Myosotis stricta Link ex Roem. & Schult." "p10-2020" "absent" 0
"1346" "Myosotis stricta Link ex Roem. & Schult." "p11-2020" "absent" 0
"1347" "Myosotis stricta Link ex Roem. & Schult." "p12-2020" "absent" 0
"1348" "Myosotis stricta Link ex Roem. & Schult." "p13-2020" "absent" 0
"1349" "Myosotis stricta Link ex Roem. & Schult." "p14-2020" "absent" 0
"1350" "Myosotis stricta Link ex Roem. & Schult." "p15-2020" "absent" 0
"1351" "Myosurus minimus L." "p1-2009" "absent" 0
"1352" "Myosurus minimus L." "p2-2009" "absent" 0
"1353" "Myosurus minimus L." "p3-2009" "absent" 0
"1354" "Myosurus minimus L." "p4-2009" "absent" 0
"1355" "Myosurus minimus L." "p5-2009" "absent" 0
"1356" "Myosurus minimus L." "p6-2009" "absent" 0
"1357" "Myosurus minimus L." "p7-2009" "absent" 0
"1358" "Myosurus minimus L." "p8-2009" "absent" 0
"1359" "Myosurus minimus L." "p9-2009" "absent" 0
"1360" "Myosurus minimus L." "p10-2009" "absent" 0
"1361" "Myosurus minimus L." "p11-2009" "absent" 0
"1362" "Myosurus minimus L." "p12-2009" "absent" 0
"1363" "Myosurus minimus L." "p13-2009" "absent" 0
"1364" "Myosurus minimus L." "p14-2009" "absent" 0
"1365" "Myosurus minimus L." "p15-2009" "absent" 0
"1366" "Myosurus minimus L." "p1-2019" "absent" 0
"1367" "Myosurus minimus L." "p2-2019" "absent" 0
"1368" "Myosurus minimus L." "p3-2019" "absent" 0
"1369" "Myosurus minimus L." "p4-2019" "absent" 0
"1370" "Myosurus minimus L." "p5-2019" "absent" 0
"1371" "Myosurus minimus L." "p6-2019" "absent" 0
"1372" "Myosurus minimus L." "p7-2019" "absent" 0
"1373" "Myosurus minimus L." "p8-2019" "absent" 0
"1374" "Myosurus minimus L." "p9-2019" "absent" 0
"1375" "Myosurus minimus L." "p10-2019" "absent" 0
"1376" "Myosurus minimus L." "p11-2019" "absent" 0
"1377" "Myosurus minimus L." "p12-2019" "absent" 0
"1378" "Myosurus minimus L." "p13-2019" "absent" 0
"1379" "Myosurus minimus L." "p14-2019" "absent" 0
"1380" "Myosurus minimus L." "p15-2019" "absent" 0
"1381" "Myosurus minimus L." "p1-2020" "absent" 0
"1382" "Myosurus minimus L." "p2-2020" "absent" 0
"1383" "Myosurus minimus L." "p3-2020" "absent" 0
"1384" "Myosurus minimus L." "p4-2020" "absent" 0
"1385" "Myosurus minimus L." "p5-2020" "absent" 0
"1386" "Myosurus minimus L." "p6-2020" "absent" 0
"1387" "Myosurus minimus L." "p7-2020" "absent" 0
"1388" "Myosurus minimus L." "p8-2020" "absent" 0
"1389" "Myosurus minimus L." "p9-2020" "absent" 0
"1390" "Myosurus minimus L." "p10-2020" "absent" 0
"1391" "Myosurus minimus L." "p11-2020" "absent" 0
"1392" "Myosurus minimus L." "p12-2020" "absent" 0
"1393" "Myosurus minimus L." "p13-2020" "absent" 0
"1394" "Myosurus minimus L." "p14-2020" "absent" 0
"1395" "Myosurus minimus L." "p15-2020" "absent" 0
"1396" "Odontites litoralis Fr." "p1-2009" "absent" 0
"1397" "Odontites litoralis Fr." "p2-2009" "absent" 0
"1398" "Odontites litoralis Fr." "p3-2009" "absent" 0
"1399" "Odontites litoralis Fr." "p4-2009" "absent" 0
"1400" "Odontites litoralis Fr." "p5-2009" "absent" 0
"1401" "Odontites litoralis Fr." "p6-2009" "absent" 0
"1402" "Odontites litoralis Fr." "p7-2009" "absent" 0
"1403" "Odontites litoralis Fr." "p8-2009" "absent" 0
"1404" "Odontites litoralis Fr." "p9-2009" "absent" 0
"1405" "Odontites litoralis Fr." "p10-2009" "absent" 0
"1406" "Odontites litoralis Fr." "p11-2009" "absent" 0
"1407" "Odontites litoralis Fr." "p12-2009" "absent" 0
"1408" "Odontites litoralis Fr." "p13-2009" "absent" 0
"1409" "Odontites litoralis Fr." "p14-2009" "absent" 0
"1410" "Odontites litoralis Fr." "p15-2009" "absent" 0
"1411" "Odontites litoralis Fr." "p1-2019" "absent" 0
"1412" "Odontites litoralis Fr." "p2-2019" "absent" 0
"1413" "Odontites litoralis Fr." "p3-2019" "absent" 0
"1414" "Odontites litoralis Fr." "p4-2019" "absent" 0
"1415" "Odontites litoralis Fr." "p5-2019" "absent" 0
"1416" "Odontites litoralis Fr." "p6-2019" "absent" 0
"1417" "Odontites litoralis Fr." "p7-2019" "absent" 0
"1418" "Odontites litoralis Fr." "p8-2019" "absent" 0
"1419" "Odontites litoralis Fr." "p9-2019" "absent" 0
"1420" "Odontites litoralis Fr." "p10-2019" "absent" 0
"1421" "Odontites litoralis Fr." "p11-2019" "absent" 0
"1422" "Odontites litoralis Fr." "p12-2019" "absent" 0
"1423" "Odontites litoralis Fr." "p13-2019" "absent" 0
"1424" "Odontites litoralis Fr." "p14-2019" "absent" 0
"1425" "Odontites litoralis Fr." "p15-2019" "absent" 0
"1426" "Odontites litoralis Fr." "p1-2020" "absent" 0
"1427" "Odontites litoralis Fr." "p2-2020" "absent" 0
"1428" "Odontites litoralis Fr." "p3-2020" "absent" 0
"1429" "Odontites litoralis Fr." "p4-2020" "absent" 0
"1430" "Odontites litoralis Fr." "p5-2020" "absent" 0
"1431" "Odontites litoralis Fr." "p6-2020" "absent" 0
"1432" "Odontites litoralis Fr." "p7-2020" "absent" 0
"1433" "Odontites litoralis Fr." "p8-2020" "absent" 0
"1434" "Odontites litoralis Fr." "p9-2020" "absent" 0
"1435" "Odontites litoralis Fr." "p10-2020" "absent" 0
"1436" "Odontites litoralis Fr." "p11-2020" "absent" 0
"1437" "Odontites litoralis Fr." "p12-2020" "absent" 0
"1438" "Odontites litoralis Fr." "p13-2020" "absent" 0
"1439" "Odontites litoralis Fr." "p14-2020" "absent" 0
"1440" "Odontites litoralis Fr." "p15-2020" "absent" 0
"1441" "Phleum phleoides (L.) H.Karst." "p1-2009" "present" 1
"1442" "Phleum phleoides (L.) H.Karst." "p2-2009" "present" 1
"1443" "Phleum phleoides (L.) H.Karst." "p3-2009" "absent" 0
"1444" "Phleum phleoides (L.) H.Karst." "p4-2009" "present" 1
"1445" "Phleum phleoides (L.) H.Karst." "p5-2009" "absent" 0
"1446" "Phleum phleoides (L.) H.Karst." "p6-2009" "absent" 0
"1447" "Phleum phleoides (L.) H.Karst." "p7-2009" "present" 1
"1448" "Phleum phleoides (L.) H.Karst." "p8-2009" "absent" 0
"1449" "Phleum phleoides (L.) H.Karst." "p9-2009" "absent" 0
"1450" "Phleum phleoides (L.) H.Karst." "p10-2009" "absent" 0
"1451" "Phleum phleoides (L.) H.Karst." "p11-2009" "present" 1
"1452" "Phleum phleoides (L.) H.Karst." "p12-2009" "present" 1
"1453" "Phleum phleoides (L.) H.Karst." "p13-2009" "absent" 0
"1454" "Phleum phleoides (L.) H.Karst." "p14-2009" "present" 1
"1455" "Phleum phleoides (L.) H.Karst." "p15-2009" "absent" 0
"1456" "Phleum phleoides (L.) H.Karst." "p1-2019" "present" 1
"1457" "Phleum phleoides (L.) H.Karst." "p2-2019" "present" 1
"1458" "Phleum phleoides (L.) H.Karst." "p3-2019" "absent" 0
"1459" "Phleum phleoides (L.) H.Karst." "p4-2019" "present" 1
"1460" "Phleum phleoides (L.) H.Karst." "p5-2019" "present" 1
"1461" "Phleum phleoides (L.) H.Karst." "p6-2019" "absent" 0
"1462" "Phleum phleoides (L.) H.Karst." "p7-2019" "absent" 0
"1463" "Phleum phleoides (L.) H.Karst." "p8-2019" "absent" 0
"1464" "Phleum phleoides (L.) H.Karst." "p9-2019" "absent" 0
"1465" "Phleum phleoides (L.) H.Karst." "p10-2019" "absent" 0
"1466" "Phleum phleoides (L.) H.Karst." "p11-2019" "present" 1
"1467" "Phleum phleoides (L.) H.Karst." "p12-2019" "present" 1
"1468" "Phleum phleoides (L.) H.Karst." "p13-2019" "absent" 0
"1469" "Phleum phleoides (L.) H.Karst." "p14-2019" "present" 1
"1470" "Phleum phleoides (L.) H.Karst." "p15-2019" "present" 1
"1471" "Phleum phleoides (L.) H.Karst." "p1-2020" "present" 1
"1472" "Phleum phleoides (L.) H.Karst." "p2-2020" "present" 1
"1473" "Phleum phleoides (L.) H.Karst." "p3-2020" "absent" 0
"1474" "Phleum phleoides (L.) H.Karst." "p4-2020" "present" 1
"1475" "Phleum phleoides (L.) H.Karst." "p5-2020" "present" 1
"1476" "Phleum phleoides (L.) H.Karst." "p6-2020" "absent" 0
"1477" "Phleum phleoides (L.) H.Karst." "p7-2020" "absent" 0
"1478" "Phleum phleoides (L.) H.Karst." "p8-2020" "absent" 0
"1479" "Phleum phleoides (L.) H.Karst." "p9-2020" "absent" 0
"1480" "Phleum phleoides (L.) H.Karst." "p10-2020" "absent" 0
"1481" "Phleum phleoides (L.) H.Karst." "p11-2020" "present" 1
"1482" "Phleum phleoides (L.) H.Karst." "p12-2020" "present" 1
"1483" "Phleum phleoides (L.) H.Karst." "p13-2020" "absent" 0
"1484" "Phleum phleoides (L.) H.Karst." "p14-2020" "absent" 0
"1485" "Phleum phleoides (L.) H.Karst." "p15-2020" "present" 1
"1486" "Poa alpina var. alpina" "p1-2009" "absent" 0
"1487" "Poa alpina var. alpina" "p2-2009" "absent" 0
"1488" "Poa alpina var. alpina" "p3-2009" "absent" 0
"1489" "Poa alpina var. alpina" "p4-2009" "present" 1
"1490" "Poa alpina var. alpina" "p5-2009" "absent" 0
"1491" "Poa alpina var. alpina" "p6-2009" "present" 1
"1492" "Poa alpina var. alpina" "p7-2009" "present" 1
"1493" "Poa alpina var. alpina" "p8-2009" "present" 1
"1494" "Poa alpina var. alpina" "p9-2009" "present" 1
"1495" "Poa alpina var. alpina" "p10-2009" "absent" 0
"1496" "Poa alpina var. alpina" "p11-2009" "present" 1
"1497" "Poa alpina var. alpina" "p12-2009" "absent" 0
"1498" "Poa alpina var. alpina" "p13-2009" "present" 1
"1499" "Poa alpina var. alpina" "p14-2009" "absent" 0
"1500" "Poa alpina var. alpina" "p15-2009" "present" 1
"1501" "Poa alpina var. alpina" "p1-2019" "absent" 0
"1502" "Poa alpina var. alpina" "p2-2019" "absent" 0
"1503" "Poa alpina var. alpina" "p3-2019" "absent" 0
"1504" "Poa alpina var. alpina" "p4-2019" "absent" 0
"1505" "Poa alpina var. alpina" "p5-2019" "absent" 0
"1506" "Poa alpina var. alpina" "p6-2019" "absent" 0
"1507" "Poa alpina var. alpina" "p7-2019" "present" 1
"1508" "Poa alpina var. alpina" "p8-2019" "present" 1
"1509" "Poa alpina var. alpina" "p9-2019" "present" 1
"1510" "Poa alpina var. alpina" "p10-2019" "absent" 0
"1511" "Poa alpina var. alpina" "p11-2019" "absent" 0
"1512" "Poa alpina var. alpina" "p12-2019" "absent" 0
"1513" "Poa alpina var. alpina" "p13-2019" "present" 1
"1514" "Poa alpina var. alpina" "p14-2019" "absent" 0
"1515" "Poa alpina var. alpina" "p15-2019" "present" 1
"1516" "Poa alpina var. alpina" "p1-2020" "absent" 0
"1517" "Poa alpina var. alpina" "p2-2020" "absent" 0
"1518" "Poa alpina var. alpina" "p3-2020" "absent" 0
"1519" "Poa alpina var. alpina" "p4-2020" "present" 1
"1520" "Poa alpina var. alpina" "p5-2020" "absent" 0
"1521" "Poa alpina var. alpina" "p6-2020" "absent" 0
"1522" "Poa alpina var. alpina" "p7-2020" "present" 1
"1523" "Poa alpina var. alpina" "p8-2020" "present" 1
"1524" "Poa alpina var. alpina" "p9-2020" "present" 1
"1525" "Poa alpina var. alpina" "p10-2020" "present" 1
"1526" "Poa alpina var. alpina" "p11-2020" "absent" 0
"1527" "Poa alpina var. alpina" "p12-2020" "absent" 0
"1528" "Poa alpina var. alpina" "p13-2020" "present" 1
"1529" "Poa alpina var. alpina" "p14-2020" "absent" 0
"1530" "Poa alpina var. alpina" "p15-2020" "present" 1
"1531" "Poa compressa L." "p1-2009" "present" 1
"1532" "Poa compressa L." "p2-2009" "present" 1
"1533" "Poa compressa L." "p3-2009" "present" 1
"1534" "Poa compressa L." "p4-2009" "present" 1
"1535" "Poa compressa L." "p5-2009" "present" 1
"1536" "Poa compressa L." "p6-2009" "present" 1
"1537" "Poa compressa L." "p7-2009" "present" 1
"1538" "Poa compressa L." "p8-2009" "present" 1
"1539" "Poa compressa L." "p9-2009" "present" 1
"1540" "Poa compressa L." "p10-2009" "present" 1
"1541" "Poa compressa L." "p11-2009" "present" 1
"1542" "Poa compressa L." "p12-2009" "present" 1
"1543" "Poa compressa L." "p13-2009" "present" 1
"1544" "Poa compressa L." "p14-2009" "present" 1
"1545" "Poa compressa L." "p15-2009" "present" 1
"1546" "Poa compressa L." "p1-2019" "present" 1
"1547" "Poa compressa L." "p2-2019" "absent" 0
"1548" "Poa compressa L." "p3-2019" "absent" 0
"1549" "Poa compressa L." "p4-2019" "absent" 0
"1550" "Poa compressa L." "p5-2019" "present" 1
"1551" "Poa compressa L." "p6-2019" "present" 1
"1552" "Poa compressa L." "p7-2019" "present" 1
"1553" "Poa compressa L." "p8-2019" "present" 1
"1554" "Poa compressa L." "p9-2019" "present" 1
"1555" "Poa compressa L." "p10-2019" "present" 1
"1556" "Poa compressa L." "p11-2019" "present" 1
"1557" "Poa compressa L." "p12-2019" "present" 1
"1558" "Poa compressa L." "p13-2019" "present" 1
"1559" "Poa compressa L." "p14-2019" "present" 1
"1560" "Poa compressa L." "p15-2019" "present" 1
"1561" "Poa compressa L." "p1-2020" "present" 1
"1562" "Poa compressa L." "p2-2020" "present" 1
"1563" "Poa compressa L." "p3-2020" "present" 1
"1564" "Poa compressa L." "p4-2020" "present" 1
"1565" "Poa compressa L." "p5-2020" "present" 1
"1566" "Poa compressa L." "p6-2020" "present" 1
"1567" "Poa compressa L." "p7-2020" "present" 1
"1568" "Poa compressa L." "p8-2020" "present" 1
"1569" "Poa compressa L." "p9-2020" "present" 1
"1570" "Poa compressa L." "p10-2020" "present" 1
"1571" "Poa compressa L." "p11-2020" "present" 1
"1572" "Poa compressa L." "p12-2020" "present" 1
"1573" "Poa compressa L." "p13-2020" "present" 1
"1574" "Poa compressa L." "p14-2020" "present" 1
"1575" "Poa compressa L." "p15-2020" "present" 1
"1576" "Polygonatum odoratum (Mill.) Druce" "p1-2009" "present" 1
"1577" "Polygonatum odoratum (Mill.) Druce" "p2-2009" "present" 1
"1578" "Polygonatum odoratum (Mill.) Druce" "p3-2009" "present" 1
"1579" "Polygonatum odoratum (Mill.) Druce" "p4-2009" "present" 1
"1580" "Polygonatum odoratum (Mill.) Druce" "p5-2009" "present" 1
"1581" "Polygonatum odoratum (Mill.) Druce" "p6-2009" "present" 1
"1582" "Polygonatum odoratum (Mill.) Druce" "p7-2009" "present" 1
"1583" "Polygonatum odoratum (Mill.) Druce" "p8-2009" "present" 1
"1584" "Polygonatum odoratum (Mill.) Druce" "p9-2009" "present" 1
"1585" "Polygonatum odoratum (Mill.) Druce" "p10-2009" "present" 1
"1586" "Polygonatum odoratum (Mill.) Druce" "p11-2009" "present" 1
"1587" "Polygonatum odoratum (Mill.) Druce" "p12-2009" "present" 1
"1588" "Polygonatum odoratum (Mill.) Druce" "p13-2009" "present" 1
"1589" "Polygonatum odoratum (Mill.) Druce" "p14-2009" "present" 1
"1590" "Polygonatum odoratum (Mill.) Druce" "p15-2009" "present" 1
"1591" "Polygonatum odoratum (Mill.) Druce" "p1-2019" "present" 1
"1592" "Polygonatum odoratum (Mill.) Druce" "p2-2019" "present" 1
"1593" "Polygonatum odoratum (Mill.) Druce" "p3-2019" "present" 1
"1594" "Polygonatum odoratum (Mill.) Druce" "p4-2019" "present" 1
"1595" "Polygonatum odoratum (Mill.) Druce" "p5-2019" "present" 1
"1596" "Polygonatum odoratum (Mill.) Druce" "p6-2019" "present" 1
"1597" "Polygonatum odoratum (Mill.) Druce" "p7-2019" "present" 1
"1598" "Polygonatum odoratum (Mill.) Druce" "p8-2019" "present" 1
"1599" "Polygonatum odoratum (Mill.) Druce" "p9-2019" "present" 1
"1600" "Polygonatum odoratum (Mill.) Druce" "p10-2019" "present" 1
"1601" "Polygonatum odoratum (Mill.) Druce" "p11-2019" "absent" 0
"1602" "Polygonatum odoratum (Mill.) Druce" "p12-2019" "present" 1
"1603" "Polygonatum odoratum (Mill.) Druce" "p13-2019" "present" 1
"1604" "Polygonatum odoratum (Mill.) Druce" "p14-2019" "present" 1
"1605" "Polygonatum odoratum (Mill.) Druce" "p15-2019" "present" 1
"1606" "Polygonatum odoratum (Mill.) Druce" "p1-2020" "present" 1
"1607" "Polygonatum odoratum (Mill.) Druce" "p2-2020" "present" 1
"1608" "Polygonatum odoratum (Mill.) Druce" "p3-2020" "present" 1
"1609" "Polygonatum odoratum (Mill.) Druce" "p4-2020" "present" 1
"1610" "Polygonatum odoratum (Mill.) Druce" "p5-2020" "present" 1
"1611" "Polygonatum odoratum (Mill.) Druce" "p6-2020" "present" 1
"1612" "Polygonatum odoratum (Mill.) Druce" "p7-2020" "present" 1
"1613" "Polygonatum odoratum (Mill.) Druce" "p8-2020" "present" 1
"1614" "Polygonatum odoratum (Mill.) Druce" "p9-2020" "present" 1
"1615" "Polygonatum odoratum (Mill.) Druce" "p10-2020" "present" 1
"1616" "Polygonatum odoratum (Mill.) Druce" "p11-2020" "absent" 0
"1617" "Polygonatum odoratum (Mill.) Druce" "p12-2020" "present" 1
"1618" "Polygonatum odoratum (Mill.) Druce" "p13-2020" "present" 1
"1619" "Polygonatum odoratum (Mill.) Druce" "p14-2020" "present" 1
"1620" "Polygonatum odoratum (Mill.) Druce" "p15-2020" "present" 1
"1621" "Potentilla crantzii (Crantz) Beck" "p1-2009" "absent" 0
"1622" "Potentilla crantzii (Crantz) Beck" "p2-2009" "absent" 0
"1623" "Potentilla crantzii (Crantz) Beck" "p3-2009" "absent" 0
"1624" "Potentilla crantzii (Crantz) Beck" "p4-2009" "absent" 0
"1625" "Potentilla crantzii (Crantz) Beck" "p5-2009" "absent" 0
"1626" "Potentilla crantzii (Crantz) Beck" "p6-2009" "absent" 0
"1627" "Potentilla crantzii (Crantz) Beck" "p7-2009" "absent" 0
"1628" "Potentilla crantzii (Crantz) Beck" "p8-2009" "absent" 0
"1629" "Potentilla crantzii (Crantz) Beck" "p9-2009" "present" 1
"1630" "Potentilla crantzii (Crantz) Beck" "p10-2009" "absent" 0
"1631" "Potentilla crantzii (Crantz) Beck" "p11-2009" "absent" 0
"1632" "Potentilla crantzii (Crantz) Beck" "p12-2009" "absent" 0
"1633" "Potentilla crantzii (Crantz) Beck" "p13-2009" "absent" 0
"1634" "Potentilla crantzii (Crantz) Beck" "p14-2009" "absent" 0
"1635" "Potentilla crantzii (Crantz) Beck" "p15-2009" "absent" 0
"1636" "Potentilla crantzii (Crantz) Beck" "p1-2019" "present" 1
"1637" "Potentilla crantzii (Crantz) Beck" "p2-2019" "absent" 0
"1638" "Potentilla crantzii (Crantz) Beck" "p3-2019" "absent" 0
"1639" "Potentilla crantzii (Crantz) Beck" "p4-2019" "absent" 0
"1640" "Potentilla crantzii (Crantz) Beck" "p5-2019" "absent" 0
"1641" "Potentilla crantzii (Crantz) Beck" "p6-2019" "absent" 0
"1642" "Potentilla crantzii (Crantz) Beck" "p7-2019" "absent" 0
"1643" "Potentilla crantzii (Crantz) Beck" "p8-2019" "absent" 0
"1644" "Potentilla crantzii (Crantz) Beck" "p9-2019" "absent" 0
"1645" "Potentilla crantzii (Crantz) Beck" "p10-2019" "absent" 0
"1646" "Potentilla crantzii (Crantz) Beck" "p11-2019" "absent" 0
"1647" "Potentilla crantzii (Crantz) Beck" "p12-2019" "absent" 0
"1648" "Potentilla crantzii (Crantz) Beck" "p13-2019" "absent" 0
"1649" "Potentilla crantzii (Crantz) Beck" "p14-2019" "absent" 0
"1650" "Potentilla crantzii (Crantz) Beck" "p15-2019" "absent" 0
"1651" "Potentilla crantzii (Crantz) Beck" "p1-2020" "absent" 0
"1652" "Potentilla crantzii (Crantz) Beck" "p2-2020" "absent" 0
"1653" "Potentilla crantzii (Crantz) Beck" "p3-2020" "absent" 0
"1654" "Potentilla crantzii (Crantz) Beck" "p4-2020" "absent" 0
"1655" "Potentilla crantzii (Crantz) Beck" "p5-2020" "absent" 0
"1656" "Potentilla crantzii (Crantz) Beck" "p6-2020" "absent" 0
"1657" "Potentilla crantzii (Crantz) Beck" "p7-2020" "absent" 0
"1658" "Potentilla crantzii (Crantz) Beck" "p8-2020" "absent" 0
"1659" "Potentilla crantzii (Crantz) Beck" "p9-2020" "absent" 0
"1660" "Potentilla crantzii (Crantz) Beck" "p10-2020" "absent" 0
"1661" "Potentilla crantzii (Crantz) Beck" "p11-2020" "absent" 0
"1662" "Potentilla crantzii (Crantz) Beck" "p12-2020" "absent" 0
"1663" "Potentilla crantzii (Crantz) Beck" "p13-2020" "absent" 0
"1664" "Potentilla crantzii (Crantz) Beck" "p14-2020" "absent" 0
"1665" "Potentilla crantzii (Crantz) Beck" "p15-2020" "absent" 0
"1666" "Rhamnus cathartica L." "p1-2009" "present" 1
"1667" "Rhamnus cathartica L." "p2-2009" "present" 1
"1668" "Rhamnus cathartica L." "p3-2009" "absent" 0
"1669" "Rhamnus cathartica L." "p4-2009" "absent" 0
"1670" "Rhamnus cathartica L." "p5-2009" "present" 1
"1671" "Rhamnus cathartica L." "p6-2009" "absent" 0
"1672" "Rhamnus cathartica L." "p7-2009" "present" 1
"1673" "Rhamnus cathartica L." "p8-2009" "absent" 0
"1674" "Rhamnus cathartica L." "p9-2009" "absent" 0
"1675" "Rhamnus cathartica L." "p10-2009" "absent" 0
"1676" "Rhamnus cathartica L." "p11-2009" "absent" 0
"1677" "Rhamnus cathartica L." "p12-2009" "present" 1
"1678" "Rhamnus cathartica L." "p13-2009" "present" 1
"1679" "Rhamnus cathartica L." "p14-2009" "present" 1
"1680" "Rhamnus cathartica L." "p15-2009" "absent" 0
"1681" "Rhamnus cathartica L." "p1-2019" "present" 1
"1682" "Rhamnus cathartica L." "p2-2019" "present" 1
"1683" "Rhamnus cathartica L." "p3-2019" "present" 1
"1684" "Rhamnus cathartica L." "p4-2019" "present" 1
"1685" "Rhamnus cathartica L." "p5-2019" "present" 1
"1686" "Rhamnus cathartica L." "p6-2019" "present" 1
"1687" "Rhamnus cathartica L." "p7-2019" "present" 1
"1688" "Rhamnus cathartica L." "p8-2019" "present" 1
"1689" "Rhamnus cathartica L." "p9-2019" "present" 1
"1690" "Rhamnus cathartica L." "p10-2019" "present" 1
"1691" "Rhamnus cathartica L." "p11-2019" "absent" 0
"1692" "Rhamnus cathartica L." "p12-2019" "present" 1
"1693" "Rhamnus cathartica L." "p13-2019" "present" 1
"1694" "Rhamnus cathartica L." "p14-2019" "present" 1
"1695" "Rhamnus cathartica L." "p15-2019" "absent" 0
"1696" "Rhamnus cathartica L." "p1-2020" "present" 1
"1697" "Rhamnus cathartica L." "p2-2020" "present" 1
"1698" "Rhamnus cathartica L." "p3-2020" "present" 1
"1699" "Rhamnus cathartica L." "p4-2020" "present" 1
"1700" "Rhamnus cathartica L." "p5-2020" "present" 1
"1701" "Rhamnus cathartica L." "p6-2020" "present" 1
"1702" "Rhamnus cathartica L." "p7-2020" "present" 1
"1703" "Rhamnus cathartica L." "p8-2020" "present" 1
"1704" "Rhamnus cathartica L." "p9-2020" "present" 1
"1705" "Rhamnus cathartica L." "p10-2020" "present" 1
"1706" "Rhamnus cathartica L." "p11-2020" "absent" 0
"1707" "Rhamnus cathartica L." "p12-2020" "present" 1
"1708" "Rhamnus cathartica L." "p13-2020" "present" 1
"1709" "Rhamnus cathartica L." "p14-2020" "present" 1
"1710" "Rhamnus cathartica L." "p15-2020" "absent" 0
"1711" "Rosa majalis Herrm." "p1-2009" "absent" 0
"1712" "Rosa majalis Herrm." "p2-2009" "absent" 0
"1713" "Rosa majalis Herrm." "p3-2009" "absent" 0
"1714" "Rosa majalis Herrm." "p4-2009" "absent" 0
"1715" "Rosa majalis Herrm." "p5-2009" "absent" 0
"1716" "Rosa majalis Herrm." "p6-2009" "absent" 0
"1717" "Rosa majalis Herrm." "p7-2009" "absent" 0
"1718" "Rosa majalis Herrm." "p8-2009" "absent" 0
"1719" "Rosa majalis Herrm." "p9-2009" "absent" 0
"1720" "Rosa majalis Herrm." "p10-2009" "absent" 0
"1721" "Rosa majalis Herrm." "p11-2009" "absent" 0
"1722" "Rosa majalis Herrm." "p12-2009" "absent" 0
"1723" "Rosa majalis Herrm." "p13-2009" "present" 1
"1724" "Rosa majalis Herrm." "p14-2009" "absent" 0
"1725" "Rosa majalis Herrm." "p15-2009" "absent" 0
"1726" "Rosa majalis Herrm." "p1-2019" "absent" 0
"1727" "Rosa majalis Herrm." "p2-2019" "absent" 0
"1728" "Rosa majalis Herrm." "p3-2019" "absent" 0
"1729" "Rosa majalis Herrm." "p4-2019" "absent" 0
"1730" "Rosa majalis Herrm." "p5-2019" "absent" 0
"1731" "Rosa majalis Herrm." "p6-2019" "absent" 0
"1732" "Rosa majalis Herrm." "p7-2019" "absent" 0
"1733" "Rosa majalis Herrm." "p8-2019" "absent" 0
"1734" "Rosa majalis Herrm." "p9-2019" "absent" 0
"1735" "Rosa majalis Herrm." "p10-2019" "absent" 0
"1736" "Rosa majalis Herrm." "p11-2019" "absent" 0
"1737" "Rosa majalis Herrm." "p12-2019" "absent" 0
